( having * having | select creation , name , budget_in_billions from department <n>
( having * having ) having | select t1 . city_town from addresses as t1 join stores as t2 on t1 . address_id = t2 . address_id where t2 . store_name = value <n>
( having * having ) having | select t1 . city_town from addresses as t1 join stores as t2 on t1 . address_id = t2 . address_id where t2 . store_name = value <n>
( having * having | select count ( * ) from bookings <n>
( having * having ) having | select t1 . city_town from addresses as t1 join stores as t2 on t1 . address_id = t2 . address_id where t2 . store_name = value <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having ) having ( having * having | select product_name from products where product_id not in ( select product_id from products_in_events ) <n>
( having * having ) having | select t1 . actual_delivery_date from customer_orders as t1 join order_items as t2 on t1 . order_id = t2 . order_id where t2 . order_quantity = value <n>
( having * having ) having | select avg ( order_quantity ) from invoices where payment_method_code = value <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having | select count ( * ) from instruments <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having ) having | select t2 . firstname , t2 . lastname from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t3 . title = value <n>
( having * having | select max ( title ) from movie <n>
( having * having , born_state having name born_state having value by having | select instrument from instruments group by instrument order by count ( * ) desc limit value <n>
( having * having ) having , born_state having name born_state having value by having | select type from vocals as t1 join band as t2 on t1 . bandmate = t2 . id where firstname = value group by type order by count ( * ) desc limit value <n>
( having * having | select count ( * ) from instruments <n>
( having * having , born_state having name born_state having value by having | select instrument from instruments group by instrument order by count ( * ) desc limit value <n>
( having * having ) having | select count ( * ) from instruments where instrument = value <n>
( having group having * having ) having | select count ( distinct instrument ) from instruments as t1 join band as t2 on t1 . bandmateid = t2 . id where t2 . lastname = value <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having , born_state having name born_state having value by having | select instrument from instruments group by instrument order by count ( * ) desc limit value <n>
( having * having ) having , born_state having name born_state having value by having | select type from vocals as t1 join band as t2 on t1 . bandmate = t2 . id where firstname = value group by type order by count ( * ) desc limit value <n>
( having * having ) having | select count ( * ) from instruments where instrument = value <n>
( having group having * having | select count ( distinct label ) from albums <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having ) having | select t2 . firstname , t2 . lastname from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t3 . title = value <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having ) having | select count ( * ) from instruments where instrument = value <n>
( having * having ) having | select t2 . firstname , t2 . lastname from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t3 . title = value <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having ) having , born_state having name born_state having value by having | select t2 . lastname from performance as t1 join band as t2 on t1 . bandmate = t2 . id where stageposition = value group by lastname order by count ( * ) desc limit value <n>
( having * having ) having | select t2 . firstname , t2 . lastname from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t3 . title = value <n>
( having * having ) having | select instrument from instruments as t1 join songs as t2 on t1 . songid = t2 . songid where title = value <n>
( having * having ) having | select t3 . title from performance as t1 join band as t2 on t1 . bandmate = t2 . id join songs as t3 on t3 . songid = t1 . songid where t2 . title = value <n>
( having * having | select count ( * ) from manufacturers <n>
( having * having name born_state having value by having | select name from manufacturers order by revenue desc limit value <n>
( having * having | select avg ( price ) from products <n>
( having * having ) having | select count ( * ) from manufacturers where founder = value <n>
( having * having ) having head having | select count ( * ) from manufacturers where revenue > value or headquarter = value <n>
( having * having ) having | select count ( * ) from manufacturers where founder = value <n>
( having * having ) having head having | select count ( * ) from manufacturers where revenue > value or headquarter = value <n>
( having * having name born_state having value by having | select name from manufacturers order by revenue desc limit value <n>
( having * having name born_state having value by having | select name from manufacturers order by revenue desc limit value <n>
( having * having ) having ( having * having | select name from manufacturers where revenue > ( select avg ( revenue ) from manufacturers ) <n>
( having * having , born_state having | select count ( * ) , t2 . name from products as t1 join manufacturers as t2 on t1 . manufacturer = t2 . code group by t2 . name <n>
( having * having name born_state having value by having | select name from manufacturers order by revenue desc limit value <n>
( having * having , born_state having | select count ( * ) , t2 . name from products as t1 join manufacturers as t2 on t1 . manufacturer = t2 . code group by t2 . name <n>
( having * having ) having ( having * having | select count ( * ) from manufacturers where revenue > ( select avg ( revenue ) from manufacturers ) <n>
( having * having = ( having * having ) having | select name from manufacturers except select t2 . name from products as t1 join manufacturers as t2 on t1 . manufacturer = t2 . code where t1 . name = value <n>
( having * having | select name , price from products <n>
( having * having ) having head having | select name from manufacturers where headquarter = value or headquarter = value <n>
( having * having ) having from having | select * from products where price between value and value <n>
( having * having , born_state having order having | select avg ( price ) , t2 . name from products as t1 join manufacturers as t2 on t1 . manufacturer = t2 . code group by t2 . name having avg ( t1 . price ) > = value <n>
( having * having ) having name born_state having value having | select name , price from products where price > = value order by name desc <n>
( having * having , born_state having | select code , name , min ( price ) from products group by name <n>
( having * having | select avg ( price ) from products <n>
( having * having | select name , price from products <n>
( having * having , born_state having name born_state having value by having | select name from manufacturers group by headquarter order by count ( * ) desc limit value <n>
( having * having name born_state having value by having | select problem_log_id from problem_log order by log_entry_date desc limit value <n>
( having * having ) having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value <n>
( having * having | select problem_log_id , log_entry_description from problem_log <n>
( having * having ) having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value <n>
( having * having , born_state having name born_state having value by having | select t2 . product_name from problems as t1 join product as t2 on t1 . product_id = t2 . product_id group by t2 . product_id order by count ( * ) desc limit value <n>
( having * having ) having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value <n>
( having * having ) having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value <n>
( having * having , born_state having | select t2 . product_name , count ( * ) from problems as t1 join product as t2 on t1 . product_id = t2 . product_id group by t2 . product_name <n>
( having * having ) having from having | select t1 . problem_id from problems as t1 join product as t2 on t1 . product_id = t2 . product_id where t2 . product_name = value and t1 . date_problem_reported > value <n>
( having * having name born_state having | select problem_log_id , problem_id from problem_log order by log_entry_date <n>
( having * having ) having from having | select t1 . problem_id from problems as t1 join product as t2 on t1 . product_id = t2 . product_id where t2 . product_name = value and t1 . date_problem_reported > value <n>
( having * having ) having ( having * having ) having from having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where date_problem_reported < ( select min ( date_problem_reported ) from problems as t3 join staff as t4 on t3 . reported_by_staff_id = t4 . staff_id where t4 . staff_first_name = value and t4 . staff_last_name = value ) <n>
( having * having , born_state having name born_state having value by having | select t2 . product_name from problems as t1 join product as t2 on t1 . product_id = t2 . product_id group by t2 . product_name order by count ( * ) desc limit value <n>
( having * having ) having from having = ( having * having ) having from having | select product_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_first_name = value and t2 . staff_last_name = value union select product_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_first_name = value and t2 . staff_last_name = value <n>
( having * having ) having ! ( having * having ) having | select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value intersect select t1 . problem_id from problems as t1 join staff as t2 on t1 . reported_by_staff_id = t2 . staff_id where t2 . staff_last_name = value <n>
( having * having name born_state having | select name from branch order by open_year asc <n>
( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having , born_state having order having | select open_year from branch group by open_year having count ( * ) > = value <n>
( having * having ) having , born_state having | select city , count ( * ) from branch where open_year > value group by city having count ( * ) > = value <n>
( having * having name born_state having value | select city from branch order by open_year desc limit value <n>
( having * having , born_state having name born_state having value by having | select level from member group by level order by count ( * ) desc limit value <n>
( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having ) having ( having * having | select name from member where member_id not in ( select member_id from membership_register_branch ) <n>
( having * having name born_state having value | select city from branch order by open_year desc limit value <n>
( having * having ) having ! ( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value intersect select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having ) having | select t2 . name from membership_register_branch as t1 join branch as t2 on t1 . branch_id = t2 . branch_id join member as t3 on t1 . member_id = t3 . member_id where t3 . hometown = value <n>
( having * having | select count ( * ) from student <n>
( having group having * having | select count ( distinct major ) from student <n>
( having * having ) having | select fname from student where major = value <n>
( having * having ) having | select major from student where major = value <n>
( having * having ) having | select avg ( t3 . age ) from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value <n>
( having * having ) having | select t3 . fname , t3 . lname from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value <n>
( having * having ) having | select major from student where major = value <n>
( having * having ) having | select major from student where major = value <n>
( having * having | select fname , lname from student <n>
( having * having ) having | select t3 . fname , t3 . lname from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value <n>
( having * having ) having | select t3 . lname from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value <n>
( having * having ) having | select fname from student where major = value <n>
( having * having ) having from having | select count ( * ) from student as t1 join voting_record as t2 on t1 . stuid = class_senator_vote where t1 . sex = value and t2 . election_cycle = value <n>
( having * having ) having from having | select t3 . fname , t3 . lname from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value and t3 . major = value <n>
( having * having ) having | select avg ( t3 . age ) from club as t1 join member_of_club as t2 on t1 . clubid = t2 . clubid join student as t3 on t2 . stuid = t3 . stuid where t1 . clubname = value <n>
( having * having = ( having * having ) having | select lname from student except select t1 . dorm_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid where t3 . amenity_name = value <n>
( having * having ) having | select fname from student where major = value <n>
( having * having , born_state having order having | select advisor from student group by advisor having count ( * ) > = value <n>
( having * having , born_state having | select major , count ( * ) from student group by major <n>
( having * having , born_state having name born_state having value by having | select gtype from video_games group by gtype order by count ( * ) desc limit value <n>
( having * having , born_state having name born_state having value by having | select gtype from video_games group by gtype order by count ( * ) desc limit value <n>
( having * having | select count ( * ) from characteristics <n>
( having * having | select count ( * ) from characteristics <n>
( having * having | select product_name , typical_buying_price from products <n>
( having * having | select product_name , typical_buying_price from products <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select count ( * ) from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id where t3 . characteristic_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select t3 . characteristic_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id where t1 . product_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select product_category_description from ref_product_categories where product_category_code = value <n>
( having * having , born_state having order having | select t1 . product_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id group by t3 . characteristic_name having count ( * ) > = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select count ( * ) from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id where t3 . characteristic_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select count ( * ) from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id where t3 . characteristic_name = value <n>
( having * having ) having from having | select product_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id join ref_colors as t4 on t1 . color_code = t4 . color_code where t4 . color_description = value and t3 . characteristic_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having head having | select count ( * ) from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id join ref_colors as t4 on t1 . color_code = t4 . color_code where t4 . color_description = value or t3 . characteristic_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having | select t2 . unit_of_measure from products as t1 join ref_product_categories as t2 on t1 . product_category_code = t2 . product_category_code where t1 . product_name = value <n>
( having * having ) having from having | select product_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id join ref_colors as t4 on t1 . color_code = t4 . color_code where t4 . color_description = value and t3 . characteristic_name = value <n>
( having * having , born_state having order having | select t1 . product_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id group by t3 . characteristic_name having count ( * ) > = value <n>
( having * having ) having ( having * having | select product_name from products where product_id not in ( select product_id from products ) <n>
( having * having , born_state having order having | select t1 . product_name from products as t1 join product_characteristics as t2 on t1 . product_id = t2 . product_id join characteristics as t3 on t2 . characteristic_id = t3 . characteristic_id group by t3 . characteristic_name having count ( * ) > = value <n>
( having * having name born_state having value by having | select name from stadium order by height desc limit value <n>
( having * having name born_state having | select name from swimmer order by meter_100 asc <n>
( having * having , born_state having name born_state having value by having | select country from stadium group by country order by count ( * ) desc limit value <n>
( having * having ) having | select count ( * ) from stadium where capacity > value <n>
( having * having | select count ( * ) from stadium <n>
( having * having ) having | select name from stadium where country ! = value <n>
( having * having name born_state having value by having | select name from stadium order by height desc limit value <n>
( having * having = ( having * having | select name from stadium except select t1 . name from stadium as t1 join event as t2 on t1 . id = t2 . swimmer_id <n>
( having * having , born_state having name born_state having value by having | select country from stadium group by country order by count ( * ) desc limit value <n>
( having * having name born_state having | select railway from railway order by open_year asc <n>
( having * having | select avg ( builder ) from railway <n>
( having * having name born_state having | select objectnumber from railway order by open_year asc <n>
( having * having , born_state having name born_state having value by having | select builder from railway group by builder order by count ( * ) desc limit value <n>
( having * having , born_state having | select builder , count ( * ) from railway group by builder <n>
( having * having ) having ! ( having * having ) having | select location from railway where years_working > value intersect select location from railway where open_year < value <n>
( having * having | select count ( * ) from customers <n>
( having * having = ( having * having | select customer_name from customers except select t1 . customer_name from customers as t1 join customer_orders as t2 on t1 . customer_id = t2 . customer_id <n>
( having * having ) having ! ( having * having ) having | select t1 . customer_name from customers as t1 join customer_orders as t2 on t1 . customer_id = t2 . customer_id join order_items as t3 on t2 . order_id = t3 . order_id join products as t4 on t3 . product_id = t4 . product_id where t4 . product_name = value intersect select t1 . customer_name from customers as t1 join customer_orders as t2 on t1 . customer_id = t2 . customer_id join order_items as t3 on t2 . order_id = t3 . order_id join products as t4 on t3 . product_id = t4 . product_id where t4 . product_name = value <n>
( having * having ) having ( having * having | select product_price from products where product_id not in ( select product_id from products_in_events ) <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having | select fname , lname from student <n>
( having * having ) having | select count ( * ) from student where city_code = value <n>
( having * having ) having from having | select fname , lname from student where age > value and major = value <n>
( having * having | select count ( * ) from student <n>
( having * having | select count ( * ) from student <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by gender <n>
( having * having | select avg ( age ) from student <n>
( having * having = ( having * having | select dorm_name from dorm except select t1 . dorm_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid join dorm_amenity as t4 on t2 . amenid = t4 . amenid <n>
( having * having ) having | select t3 . amenity_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid where t1 . dorm_name = value <n>
( having * having ) having head having | select dorm_name , gender from dorm where student_capacity > value or student_capacity < value <n>
( having * having ) having ! ( having * having ) having | select t1 . dorm_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid where t3 . amenity_name = value intersect select t1 . dorm_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid where t3 . amenity_name = value <n>
( having * having ) having head having | select dorm_name from dorm where student_capacity > value or student_capacity < value <n>
( having * having name born_state having value by having | select dorm_name from dorm order by student_capacity desc limit value <n>
( having * having , born_state having name born_state having value by having | select city_code from student group by city_code order by count ( * ) desc limit value <n>
( having * having ) having ( having * having | select fname , lname from student where age < ( select avg ( age ) from student ) <n>
( having * having name born_state having | select amenity_name from dorm_amenity order by amenity_name asc <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by gender <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by gender <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by gender <n>
( having * having ) having ( having * having | select fname , lname from student where age < ( select avg ( age ) from student ) <n>
( having * having , born_state having | select avg ( age ) , sex from student group by sex <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by gender <n>
( having * having ) having | select fname , lname from student where sex = value <n>
( having * having ) having | select count ( * ) from student where city_code = value <n>
( having * having ) having | select count ( * ) from student where city_code = value <n>
( having * having name born_state having | select amenity_name from dorm_amenity order by amenity_name asc <n>
( having * having , born_state having name born_state having value by having | select t1 . fname , t1 . lname from student as t1 join lives_in as t2 on t1 . stuid = t2 . stuid group by t1 . stuid order by count ( * ) desc limit value <n>
( having * having name born_state having value by having | select dorm_name from dorm order by student_capacity desc limit value <n>
( having * having ) having | select fname , lname from student where sex = value <n>
( having * having ) having | select t3 . amenity_name from dorm as t1 join has_amenity as t2 on t1 . dormid = t2 . dormid join dorm_amenity as t3 on t2 . amenid = t3 . amenid where t1 . dorm_name = value <n>
( having * having | select count ( * ) from staff <n>
( having * having ) having from having | select product_price from products where product_price between value and value <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having ) having ( having * having | select product_price from products where product_id not in ( select product_id from complaints ) <n>
( having * having ) having | select product_price from products where product_price between value <n>
( having * having name born_state having value by having | select product_name from products order by product_price desc limit value <n>
( having * having , born_state having | select complaint_status_code , count ( * ) from complaints group by complaint_type_code <n>
( having * having , born_state having order having | select complaint_status_code from complaints group by complaint_status_code having count ( * ) > = value <n>
( having * having ) having ( having * having | select product_price from products where product_id not in ( select product_id from complaints ) <n>
( having * having name born_state having by having | select t1 . last_name from staff as t1 join complaints as t2 on t1 . staff_id = t2 . staff_id join products as t3 on t2 . product_id = t3 . product_id order by t3 . product_price limit value <n>
( having * having ) having | select product_price from products where product_price between value <n>
( having * having ) having , born_state having | select complaint_status_code , count ( * ) from complaints where complaint_type_code = value group by complaint_status_code <n>
( having * having , born_state having name born_state having by having | select t1 . first_name from staff as t1 join complaints as t2 on t1 . staff_id = t2 . staff_id group by t2 . staff_id order by count ( * ) product_price limit value <n>
( having * having name born_state having | select date , venue from workshop order by venue <n>
( having * having , born_state having | select college , count ( * ) from submission group by college <n>
( having * having | select avg ( scores ) from submission <n>
( having * having , born_state having | select college , count ( * ) from submission group by college <n>
( having * having , born_state having name born_state having value by having | select college from submission group by college order by count ( * ) desc limit value <n>
( having * having , born_state having | select college , count ( * ) from submission group by college <n>
( having * having | select count ( * ) from submission <n>
( having * having , born_state having order having group having | select college from submission group by college having count ( * ) > = value <n>
( having * having = ( having * having | select college from submission except select college from acceptance <n>
( having * having | select lot_details from investors <n>
( having * having | select lot_details from investors <n>
( having * having ) having | select t2 . lot_details from investors as t1 join lots as t2 on t1 . investor_id = t2 . investor_id where t1 . investor_details = value <n>
( having * having ) having head having | select date_of_transaction from transactions where share_count > = value or amount_of_transaction > = value <n>
( having * having | select count ( * ) from investors <n>
( having * having ) having | select t2 . lot_details from investors as t1 join lots as t2 on t1 . investor_id = t2 . investor_id where t1 . investor_details = value <n>
( having * having | select avg ( amount_of_transaction ) from transactions <n>
( having * having , born_state having name born_state having value by having | select t2 . investor_id , t1 . investor_details from investors as t1 join transactions as t2 on t1 . investor_id = t2 . investor_id group by t2 . investor_id order by count ( * ) desc limit value <n>
( having * having ) having | select count ( * ) from investors where investor_id = value <n>
( having * having , born_state having name born_state having value by having | select t2 . investor_id , t1 . investor_details from investors as t1 join transactions as t2 on t1 . investor_id = t2 . investor_id group by t2 . investor_id order by count ( * ) desc limit value <n>
( having * having name born_state having | select lot_details from lots order by investors asc <n>
( having * having | select lot_details from investors <n>
( having * having | select count ( * ) from hotels <n>
( having * having | select name , other_details from staff <n>
( having * having | select name , other_details from staff <n>
( having * having ) having | select other_details from locations where location_name = value <n>
( having * having ) having | select other_details from locations where location_name = value <n>
( having * having ) having | select t2 . name from photos as t1 join tourist_attractions as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id where t1 . name = value <n>
( having * having | select count ( * ) from hotels <n>
( having * having ) having | select t2 . name from photos as t1 join tourist_attractions as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id where t1 . name = value <n>
( having * having ) having | select other_details from locations where location_name = value <n>
( having * having | select name , other_details from staff <n>
( having * having ) having | select t2 . name from photos as t1 join tourist_attractions as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id where t1 . name = value <n>
( having * having ) having | select t2 . star_rating_description from hotels as t1 join ref_hotel_star_ratings as t2 on t1 . star_rating_code = t2 . star_rating_code where t1 . price_range > value <n>
( having * having ) having | select t2 . star_rating_description from hotels as t1 join ref_hotel_star_ratings as t2 on t1 . star_rating_code = t2 . star_rating_code where t1 . price_range > value <n>
( having * having ) having | select other_details from locations where location_name = value <n>
( having * having ) having head having | select t2 . name from locations as t1 join tourist_attractions as t2 on t1 . location_id = t2 . location_id where t1 . address = value or t2 . how_to_get_there = value <n>
( having * having , born_state having | select pets_allowed_yn , avg ( price_range ) from hotels group by pets_allowed_yn <n>
( having * having name born_state having | select name from tourist_attractions order by how_to_get_there asc <n>
( having * having name born_state having value by having | select other_hotel_details from hotels order by price_range desc limit value <n>
( having * having , born_state having name born_state having value by having | select how_to_get_there from tourist_attractions group by how_to_get_there order by count ( * ) desc limit value <n>
( having * having ) having | select other_details from locations where location_name = value <n>
( having * having , born_state having order having | select t1 . name from tourist_attractions as t1 join visits as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id group by t2 . tourist_attraction_id having count ( * ) > = value <n>
( having * having , born_state having name born_state having value by having | select how_to_get_there from tourist_attractions group by how_to_get_there order by count ( * ) desc limit value <n>
( having * having ) having head having | select t2 . name from locations as t1 join tourist_attractions as t2 on t1 . location_id = t2 . location_id where t1 . address = value or t2 . how_to_get_there = value <n>
( having * having ) having | select t2 . name from photos as t1 join tourist_attractions as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id where t1 . name = value <n>
( having * having ) having = ( having * having ) having | select t1 . name from tourist_attractions as t1 join tourist_attraction_features as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id join features as t3 on t2 . feature_id = t3 . feature_id where t3 . feature_details = value except select t1 . name from tourist_attractions as t1 join tourist_attraction_features as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id join features as t3 on t2 . feature_id = t3 . feature_id where t3 . feature_details = value except select t1 . name from tourist_attractions as t1 join tourist_attraction_features as t2 on t1 . tourist_attraction_id = t2 . tourist_attraction_id join features as t3 on t2 . feature_id = t3 . feature_id where t3 .
( having * having | select count ( * ) from student <n>
( having * having | select resname from restaurant <n>
( having * having name born_state having | select lname from student order by city_code asc <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having , born_state having | select major , count ( * ) from student group by major <n>
( having * having , born_state having name born_state having value by having | select gtype from video_games group by gtype order by count ( * ) desc limit value <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having ) having | select fname from student where major = value <n>
( having * having | select avg ( age ) from student <n>
( having * having | select count ( * ) from student <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having | select fname , lname from student <n>
( having * having ) having | select count ( * ) from student where advisor = value <n>
( having * having , born_state having | select count ( * ) , sum ( student_capacity ) , gender from dorm group by major <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having , born_state having name born_state having value by having | select gtype from video_games group by gtype order by count ( * ) desc limit value <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having = ( having * having | select stuid from student except select stuid from plays_games <n>
( having * having ) having | select stuid from student where major = value <n>
( having * having | select count ( * ) from student <n>
( having * having = ( having * having | select stuid from student except select stuid from plays_games <n>
( having * having | select count ( * ) from student <n>
